67.02,77,23,72,15,3,0,0,1,1.58
59.7,107,24,101,15,4,1,0,0,0.53
92.73,353,20,234,2,12,0,1,1,3.84
82.12,323,5,227,9,15,0,0,1,1.40
57.06,117,9,88,7,12,0,0,4,1.11
72.25,153,24,139,15,7,0,0,3,2.49
69.19,58,32,88,10,3,0,0,3,-0.34
50.37,78,38,62,27,5,0,1,1,-0.97
57.57,69,217,151,41,2,0,2,0,1.34
60.93,101,24,80,15,7,1,0,1,1.36
50.69,133,7,100,10,5,0,0,1,-0.56
54.34,93,94,120,49,3,1,0,4,-0.46
60.7,48,69,43,36,2,1,4,0,1.64
61.66,132,6,106,8,9,1,1,0,1.41
51.32,92,15,78,15,10,0,0,1,1.62
73.01,170,3,112,5,9,0,0,2,0.93
57.34,127,22,94,16,8,0,0,4,1.30
51.61,82,16,81,11,4,0,1,1,0.78
52.35,138,25,111,13,7,1,0,0,1.63
52.13,116,53,113,24,8,0,0,2,1.74
65.47,161,23,142,22,12,0,1,3,0.44
50.55,138,36,124,30,8,0,1,3,-0.38
51.6,97,31,68,34,1,0,0,0,3.20
75.28,400,2,236,5,18,0,0,3,3.45
50.32,227,15,139,15,19,0,0,3,1.88
55.95,196,30,156,14,9,0,0,7,2.05
51.13,305,10,198,22,28,0,0,4,0.99
58.61,230,123,224,30,12,0,1,1,0.43
51.35,110,113,105,68,7,3,0,8,3.45
51.75,275,103,204,52,19,0,3,1,0.71
63.65,230,20,201,15,16,0,0,1,2.40
55.9,284,9,198,19,16,0,0,0,3.12
66.75,287,42,331,16,17,0,0,4,4.28
53.78,384,37,243,53,21,1,0,3,1.21
84.77,265,50,339,17,12,0,1,0,4.78
60.91,141,261,330,38,11,0,4,1,3.12
78.7,309,59,309,38,16,0,1,6,4.76
82.75,581,9,334,7,40,0,1,4,1.94
70.62,205,97,336,19,16,0,0,10,3.00
69.06,198,126,268,66,16,1,2,5,1.30
51.85,199,74,153,57,12,0,3,0,-2.64
56.21,329,35,164,44,17,1,1,3,5.14
61.02,641,9,351,19,33,1,0,3,4.00
50.37,308,26,188,50,28,0,0,15,0.73
72.4,554,90,540,20,40,0,0,0,2.37
50.38,295,79,206,72,40,0,0,5,5.32
67.78,332,356,409,75,27,3,3,4,1.69
63.58,542,66,494,36,62,0,0,4,-9.75
84.11,998,87,700,76,46,1,1,4,4.96
64.16,663,60,442,40,36,5,1,5,5.01
63.21,720,37,354,76,34,1,0,3,3.84
53.53,278,219,388,115,10,6,3,15,1.22
53.03,350,39,309,28,42,0,0,2,3.99
51.63,180,440,159,228,13,10,3,0,4.45
85.59,912,6,411,24,29,0,6,1,-0.79
93.85,478,67,1013,10,26,0,3,1,-13.72
95.92,771,19,826,12,44,0,368,1,16.11
99.92,1177,0,932,0,695,0,8,1,6.84
69.85,617,236,258,22,51,1,0,50,-1.57
91.19,381,70,1115,25,13,0,274,11,6.29
92.54,1066,27,780,15,29,0,2,4,7.62
90.72,954,9,738,8,74,0,6,4,1.68
86.58,363,43,671,7,30,0,3,3,3.06
66.76,305,44,282,59,31,0,5,8,0.59
61.56,396,13,266,16,32,0,0,0,-3.70
85.43,213,288,629,10,12,2,3,7,-15.45
50.42,194,232,122,59,20,0,2,2,-3.77
52.89,73,764,189,114,4,6,4,1,1.26
72.96,247,151,192,119,18,8,8,4,9.18
82.01,553,20,462,6,28,0,2,1,-2.72
89.94,134,236,504,7,14,0,4,4,4.84
81.14,554,22,235,20,27,0,3,2,5.73
56.02,544,10,203,35,31,0,2,6,4.81
77.48,476,6,387,6,29,0,0,5,1.50
91.08,245,37,441,9,20,0,0,0,4.21
94.1,154,511,1135,4,7,3,27,0,1.99
90.24,20,838,312,4,3,17,728,1,0.71
69.32,1427,58,219,38,27,3,12,1,2.05
87.9,42,1300,732,13,4,18,131,0,3.17
98.05,1993,13,1426,2,72,0,10,1,-1.38
57.85,68,200,112,67,6,7,4,0,11.10
88.77,739,2,353,5,54,0,4,2,2.67
92.5,209,36,489,1,15,0,5,0,-1.57
63.48,111,68,113,28,11,0,4,0,1.60
62.93,51,1134,278,51,8,11,18,0,-3.26
56.09,188,93,106,51,15,2,11,0,7.10
88.69,197,73,433,7,13,0,6,1,6.21
67.22,356,14,207,12,29,0,1,0,-1.00
71.61,111,175,299,4,12,1,4,1,2.84
86.6,431,9,272,22,22,0,3,1,0.54
66.09,117,62,122,26,10,1,5,1,-4.57
64.24,98,239,224,5,12,0,3,1,2.32
53.16,139,66,73,60,15,0,2,3,4.59
52.66,185,43,156,23,21,0,1,1,4.71
92.89,719,3,406,5,40,0,3,1,3.32
69.21,97,78,125,24,14,0,2,3,3.92
54.04,166,108,142,53,11,1,2,4,3.52
95.3,533,17,631,4,28,0,0,0,4.13
60.4,532,18,303,13,35,0,4,2,3.59
71.75,228,126,335,13,19,0,0,2,-0.66
84.18,136,267,495,12,10,0,17,0,1.34
74.21,209,30,161,25,15,0,5,1,2.01
84.67,340,25,177,36,21,0,2,1,4.32
61.31,326,9,283,11,31,0,1,2,1.01
87.54,373,8,347,7,30,0,0,0,0.99
72.49,250,19,315,18,27,0,0,5,2.00
52.96,148,332,250,77,6,1,0,5,-1.81
85.11,151,222,522,15,9,0,2,4,4.30
62.83,201,31,133,17,15,1,1,1,2.67
54.68,288,19,217,21,15,0,0,7,1.74
60.35,251,22,221,26,21,1,1,6,3.04
73.88,307,59,267,33,20,3,0,1,0.71
55.69,219,99,237,37,25,2,0,3,0.40
85.95,446,15,375,9,17,0,5,2,1.62
58.99,181,18,186,12,16,0,0,0,1.50
71.2,136,64,143,19,13,0,1,1,-1.34
72.31,102,144,218,27,5,0,2,5,3.78
74.85,254,5,176,6,9,1,1,2,0.98
79.15,272,6,174,14,28,0,1,0,2.77
53.9,167,25,154,22,13,0,0,3,0.87
64.33,208,89,188,30,8,0,0,1,1.98
62.82,171,19,144,12,6,0,1,2,2.07
56.02,142,29,110,20,13,0,0,0,1.50
83.62,385,9,245,2,20,0,2,1,-7.17
54.73,92,878,282,124,4,17,2,1,-6.17
56.73,157,327,141,141,5,20,5,1,2.01
67.35,271,49,166,16,9,1,10,1,-7.71
91.18,94,355,1111,16,5,6,12,0,6.31
74.66,218,66,313,14,9,2,0,0,-4.08
95.35,128,96,981,7,17,3,6,0,3.14
76.58,190,26,190,6,12,1,3,2,5.85
82.81,252,26,315,4,16,0,1,2,-1.61
84.03,70,89,301,8,7,0,4,3,-3.83
80.98,119,139,298,27,10,2,8,3,-5.82
70.64,118,196,155,88,11,6,0,0,4.37
94.72,597,2,464,3,43,1,1,2,1.93
78.49,60,1347,272,12,5,2,6,3,5.34
94.07,569,9,305,1,29,0,1,1,3.55
66.05,215,26,213,13,25,0,1,2,2.46
61.52,104,33,133,15,4,0,0,2,2.44
84.78,180,59,209,14,20,0,0,4,-1.56
66.76,182,125,152,39,11,4,6,1,3.40
84.91,205,21,200,6,15,0,2,0,6.12
86.53,367,9,351,7,32,0,1,2,-2.34
89.84,1185,3,448,9,23,0,0,3,-4.02
79.64,72,284,319,5,9,0,1,1,-0.31
71.3,43,79,103,13,4,0,1,1,4.17
95.66,1183,5,263,0,19,0,1,1,1.93
88.15,134,2,98,5,11,0,1,0,3.68
87.41,412,3,255,6,18,0,0,0,4.34
53.09,408,5,156,26,22,0,0,4,0.96
61.79,72,36,71,14,7,0,1,1,1.43
79.67,121,26,135,18,7,0,0,1,2.91
75.12,234,11,111,27,5,0,0,2,-3.01
85.75,312,3,92,4,7,0,0,2,2.89
73.1,159,12,172,13,10,1,0,4,0.75
83.23,235,1,100,5,8,0,0,0,1.28
66.55,57,65,81,11,4,0,2,2,-1.04
81.53,51,126,125,16,5,0,3,2,0.66
60.29,79,25,76,3,5,0,2,1,1.35
64.97,128,25,118,12,9,1,2,0,3.03
69.92,74,12,63,4,6,0,1,1,0.82
70.54,52,108,68,37,1,6,3,0,-0.46
93.34,112,9,172,1,12,0,4,0,-1.51
84.64,150,15,152,1,5,0,0,0,-0.94
78.21,67,30,136,7,4,2,0,1,3.30
85.57,240,7,155,6,14,0,5,0,1.40
69.12,127,5,45,5,10,0,1,1,-2.39
98.43,323,4,292,3,9,0,1,0,3.17
67.9,116,10,102,8,11,0,0,1,0.46
79.43,73,50,135,11,3,0,1,1,1.19
97.96,190,4,538,0,12,0,0,0,2.56
85.83,274,16,213,16,15,0,0,2,-2.01
67.24,203,9,124,12,10,0,4,1,-1.33
75.2,105,32,126,13,9,0,0,1,2.04
57.22,69,32,68,9,5,0,1,2,-0.62
94.14,211,9,343,2,13,1,0,0,1.91
66.08,155,12,160,6,14,0,0,2,2.33
53.75,129,9,97,11,4,0,0,2,-0.35
74.69,121,44,137,9,7,0,0,1,1.68
64.95,131,50,132,24,8,1,1,0,0.89
64.98,78,48,81,19,6,1,0,0,0.71
80.72,79,11,80,3,6,0,0,3,0.34
62.73,61,56,59,19,4,2,0,1,-0.54
74.16,44,16,50,4,1,0,1,1,1.54
73.34,38,12,52,6,2,1,1,0,0.54
58.11,105,8,85,4,4,0,0,3,1.49
51.94,78,24,65,7,8,0,0,1,0.40
61.55,68,10,49,6,8,0,0,1,-1.46
69.78,103,17,76,6,9,0,0,0,0.59
52.17,109,8,89,5,11,0,0,0,0.66
55.98,59,18,53,5,5,0,1,2,0.95
58.25,58,46,88,14,5,0,1,1,1.43
76.58,88,25,71,13,4,0,0,2,1.78
61.52,52,14,39,7,1,0,0,1,0.76
74.48,45,25,48,12,2,0,0,2,0.48
54.4,55,7,27,3,4,0,1,2,0.81
70.96,43,14,43,1,2,0,0,0,1.46
52.78,126,100,59,66,5,0,0,5,2.50
52.72,72,25,47,15,5,0,1,0,-1.50
68.96,44,12,44,8,7,0,0,0,1.83
51.67,84,24,69,5,7,0,0,2,0.33
54.66,58,28,47,14,6,2,0,1,-1.98
66.13,70,9,77,7,9,1,0,2,0.66
73.58,81,14,90,4,11,0,0,0,0.60
59.67,138,20,68,12,6,0,0,2,1.12
56.58,90,33,75,8,5,2,0,4,0.54
55,92,8,70,12,13,0,1,0,0.98
57.62,68,30,46,12,3,0,0,0,-2.23
77.34,40,100,126,21,3,1,1,4,1.31
76.76,68,43,99,12,9,2,1,2,2.28
71.84,122,10,106,6,15,0,0,1,0.89
57.29,34,22,31,13,4,1,0,1,0.43
74.42,78,12,56,13,6,0,0,0,0.60
59.96,51,38,47,16,7,2,1,0,-1.36
62.63,44,26,44,10,4,0,2,2,-1.83
87.25,68,14,91,7,10,0,0,0,2.62
61.63,46,37,43,19,5,0,1,0,1.07
69.22,53,28,43,14,4,0,0,0,-0.71
52.59,74,45,62,22,6,0,0,2,1.25
55.27,71,27,69,7,6,0,0,0,-1.14
54.06,81,32,73,9,12,0,2,0,0.73
52.1,78,27,68,19,5,1,2,5,-1.59
61.66,76,77,64,46,4,3,0,4,0.51
51.54,68,14,66,12,7,0,0,1,1.20
54.48,70,24,56,8,7,1,0,0,0.51
67.89,84,26,58,12,3,0,0,2,1.30
77.42,72,8,54,5,7,0,0,3,0.72
56.97,48,13,66,5,4,0,1,0,-0.56
53.7,49,21,46,9,6,1,1,2,-0.70
50.78,47,44,42,11,5,1,0,3,-0.60
61.44,194,118,109,65,6,7,2,24,2.52
69.27,99,34,142,13,15,3,3,2,0.31
64.65,84,50,129,34,9,5,1,2,-1.78
