74.13,156,21,141,12,5,0,0,6,4.26
74.39,207,11,177,2,11,0,0,1,1.01
66.83,91,11,77,12,5,0,0,4,1.17
53.38,140,20,106,13,14,0,0,4,-0.80
53.43,69,64,73,22,10,1,1,1,0.64
86.74,150,25,129,8,8,1,1,1,1.69
54.18,61,41,66,19,7,0,1,1,0.50
54.53,47,45,66,18,3,0,0,0,1.32
73.34,78,10,58,17,1,1,0,0,1.03
67.29,89,20,77,9,5,0,0,1,0.52
62.79,64,18,64,8,5,0,0,0,0.70
50.6,81,32,89,13,5,0,0,1,-0.41
77.32,69,16,40,18,5,0,0,1,-0.71
62.21,100,68,91,23,7,0,0,1,1.83
51.05,170,9,112,10,13,0,0,0,2.40
53.78,53,24,40,18,6,1,0,2,-4.45
78.86,61,23,59,7,3,0,0,0,-1.21
58.69,75,62,84,30,1,1,1,1,-2.05
56.7,63,31,54,26,8,2,0,0,0.52
75.03,83,17,70,11,10,0,0,6,2.70
64.72,62,13,51,8,5,0,0,1,-2.30
63.68,94,73,79,40,6,2,1,1,1.02
80.13,89,13,81,4,7,0,3,2,-1.06
66.33,54,27,39,11,4,0,0,0,-1.91
51.53,24,132,59,41,1,3,1,0,2.62
50.21,40,4,32,3,1,0,0,0,0.42
58.81,50,20,65,6,3,0,0,0,1.00
84.85,69,3,48,2,7,0,0,1,0.53
52.54,82,46,70,22,1,0,1,0,0.89
91.28,165,6,109,2,5,0,2,1,1.18
56.41,126,14,90,11,10,0,0,1,1.06
54.95,91,9,77,5,5,0,1,1,0.58
70.63,71,16,63,7,2,0,0,1,1.27
53.23,98,10,84,7,7,0,1,0,1.06
60.74,85,13,77,7,8,0,0,2,1.40
54.7,125,12,111,8,4,0,1,1,0.39
68.36,104,11,82,8,7,0,0,1,1.33
62.55,150,6,114,8,4,0,0,1,0.53
68.44,73,15,56,9,2,0,0,1,-5.84
66.64,104,19,88,8,6,0,0,0,0.68
59.41,68,29,47,21,2,0,0,3,-1.90
75.24,41,94,189,20,3,2,1,0,-1.08
73.53,187,12,176,8,6,0,2,0,0.45
52.15,75,78,88,35,2,1,1,0,1.99
59.21,42,52,61,23,3,0,1,0,1.86
83.08,129,6,112,4,11,0,1,0,2.74
65.8,146,34,101,22,9,0,0,3,2.40
58.85,164,38,104,21,9,1,0,0,1.32
59.82,115,65,196,22,11,1,1,0,3.62
84.26,269,5,190,15,15,0,0,1,1.42
62.82,72,27,118,10,7,0,0,0,-0.33
77.71,181,16,80,9,3,1,1,1,1.04
86.83,195,5,146,6,10,0,1,1,1.26
52.98,95,25,80,23,7,0,0,1,1.69
70.35,141,17,96,12,11,1,0,2,1.23
51.58,111,20,80,16,7,0,0,4,0.86
86.7,143,23,249,6,7,0,0,0,1.44
70.82,83,8,85,6,8,0,0,0,-0.40
57.35,99,16,76,10,8,2,0,0,2.34
50.9,150,187,184,177,4,5,0,9,2.02
67.74,143,41,142,12,17,0,0,1,0.49
55.09,78,69,84,22,9,0,1,0,0.52
66.37,152,16,106,7,11,2,1,3,1.32
50.6,88,26,92,23,4,0,0,3,-1.39
55.67,115,18,97,23,6,0,0,3,1.07
54.04,186,30,157,17,9,1,0,3,1.59
64.09,141,5,140,3,11,0,0,0,0.65
72.9,160,18,106,15,10,0,0,1,1.51
54.09,71,123,57,76,5,2,0,1,-2.10
55.62,58,83,68,22,4,1,0,1,-1.38
52.43,60,75,56,41,4,0,1,0,-3.26
68.7,100,36,122,12,6,0,0,1,0.80
62.55,119,24,93,7,4,1,0,1,-0.40
59.91,95,7,99,10,3,0,2,1,-0.86
59.34,43,61,60,19,4,0,0,0,-1.67
85.13,164,6,135,4,15,0,0,1,2.80
67.81,155,10,80,10,9,0,1,2,1.34
53.69,85,21,71,10,7,1,1,1,-0.45
51.2,90,25,73,6,6,0,0,1,1.57
57.79,74,8,60,8,6,0,0,3,0.47
53.19,108,5,97,8,12,0,0,0,-1.58
51.75,60,724,150,41,4,7,18,0,-4.74
53.65,37,395,65,181,3,40,1,1,3.39
52.16,56,40,55,17,4,0,0,1,0.51
54.86,95,11,70,5,6,0,0,1,0.69
71.98,76,17,92,11,4,0,0,0,2.51
50.47,88,29,79,16,6,0,0,2,0.96
77.78,153,2,106,3,5,0,1,0,-1.31
54.76,60,25,68,9,4,0,0,1,-2.89
70.46,98,23,90,19,5,0,0,1,-0.56
88.64,94,16,99,5,7,0,0,0,1.12
79.06,112,17,90,14,9,0,1,1,2.33
76.12,102,15,109,6,6,0,0,2,0.55
60.8,103,42,168,16,7,1,0,1,2.48
75.8,204,21,143,29,13,0,0,0,1.95
60.58,105,16,87,13,7,0,0,1,2.29
53.34,217,9,140,19,10,0,1,4,0.68
52.1,72,70,69,36,2,0,0,5,-1.32
64.93,184,17,142,11,10,0,1,0,-3.53
61.58,188,23,142,9,14,1,0,0,-1.15
73.07,193,18,167,11,12,0,0,2,1.16
66.4,96,36,76,14,11,0,0,1,-2.79
63.08,60,67,82,25,7,1,0,3,0.92
66.6,102,40,104,15,8,2,1,0,1.10
53.96,102,41,76,16,9,0,0,1,0.73
58.12,115,31,93,16,6,0,2,1,1.65
63.28,68,26,73,17,8,0,0,1,-3.40
52.09,102,17,75,11,5,0,0,2,-0.81
52.11,58,156,63,89,5,1,0,1,-2.21
69.88,74,37,82,13,1,1,1,0,1.24
50.32,37,24,42,15,1,0,0,0,0.87
60.71,58,84,61,19,4,0,0,3,1.23
65.79,115,3,89,5,8,0,0,1,0.67
53.72,82,25,65,14,2,0,0,2,1.20
57.06,56,46,96,11,5,0,1,0,-1.05
54.8,36,52,39,25,4,1,1,3,-1.19
80.09,73,63,110,25,3,3,4,0,1.18
60.56,79,26,84,14,4,1,1,0,0.69
76.9,104,10,94,5,6,0,2,0,0.43
68.46,56,34,64,11,4,1,1,0,0.68
52.11,66,24,59,22,4,0,1,4,-0.49
50.98,46,25,35,3,3,0,0,3,0.34
59.67,31,17,48,6,2,0,0,2,1.38
75.53,64,6,56,9,3,0,0,2,-0.91
53.69,97,7,54,4,4,0,1,0,0.58
56.36,58,8,50,5,6,1,0,2,0.84
64.35,54,22,47,9,6,0,2,0,0.66
53.76,47,31,46,18,3,1,2,1,1.87
73.96,130,9,99,5,8,0,0,2,0.85
79.9,105,3,108,7,5,1,0,0,1.18
61.38,63,17,64,10,5,0,0,1,0.74
70.99,78,15,72,14,9,0,0,4,1.41
59.99,114,39,76,30,7,1,0,1,0.58
67.12,68,14,53,4,4,0,0,0,0.63
60.41,61,27,56,11,1,1,0,2,1.07
59.61,89,11,61,14,4,0,0,5,1.24
54.82,85,5,62,2,3,0,1,2,0.70
59.8,87,15,66,14,2,0,1,2,1.24
62.18,96,8,63,8,4,0,0,3,1.00
59.62,66,29,54,14,6,0,1,2,1.72
59.34,109,8,76,9,7,0,0,0,0.84
66.22,77,25,62,12,3,1,0,3,0.39
71.17,62,17,59,5,9,0,0,1,0.64
53.76,51,48,47,24,5,0,0,0,2.03
70.35,120,12,75,9,8,1,0,0,1.68
64.55,110,3,74,6,6,0,0,5,1.13
73.1,120,3,104,3,14,0,0,0,-0.45
59.67,96,15,90,9,6,0,0,1,0.91
55.29,76,11,58,6,7,0,0,0,0.36
79.79,96,17,86,10,9,0,0,1,1.92
69.37,124,10,108,5,9,0,0,1,1.59
53.38,72,26,73,21,4,1,0,0,1.40
52.66,86,22,64,23,7,0,0,3,0.59
53.09,74,19,76,14,6,0,0,1,-0.56
54.22,70,27,78,8,6,0,0,2,-1.69
52.22,40,66,46,29,4,0,1,5,-1.61
64.24,92,29,69,18,3,0,1,0,1.67
56.06,85,23,75,6,4,0,0,0,-0.61
81.75,153,21,107,5,4,0,0,0,3.32
51.47,127,2,83,6,8,0,0,1,1.86
62.88,126,9,90,11,9,0,0,0,0.66
52.76,54,26,50,15,5,0,0,2,0.88
53.63,118,12,87,7,9,0,0,1,-0.93
78.06,91,21,114,12,8,0,0,1,-0.36
53.52,93,45,87,66,2,0,0,2,2.06
54.87,71,10,65,6,6,0,0,0,1.57
62.49,143,13,124,9,4,0,0,5,0.98
78.25,135,23,147,12,11,1,0,0,-0.50
64.91,148,12,110,15,6,0,0,0,-0.79
80.66,267,87,284,29,3,2,3,3,3.24
80.58,276,22,268,17,14,1,0,5,1.90
52.69,123,82,156,47,4,0,4,4,0.75
56.72,102,52,103,20,5,0,0,2,-1.35
69.91,200,299,272,159,5,3,10,0,2.16
76.34,243,35,145,29,6,0,6,1,3.33
66.03,109,74,133,27,8,0,0,1,2.20
71.47,91,23,85,6,5,0,1,3,-2.41
